Review_Date,Author_Name,Vehicle_Title,Review_Title,Review,Rating
 on 11/07/12 07:44 AM (PST),cochenour94 ,2005 Dodge Neon Sedan SXT 4dr Sedan (2.0L 4cyl 5M),Fairly new 05 dodge neon sxt owner," I got this car from a buy here pay here lot for upwards of $6,000. My parents put some money down on it for me & I am currently paying $290 a month for it. I am the 2nd owner of this car & got it with barely 80,000 miles on it. Its great on gas, but Im at the pump more than I want to be b/c of the size of the tank. I love the car b/c its the perfect size for me & easy to drive. After a couple of months, things started going wrong. My parents did not get a car fax & I quickly realized there was no horn assembly, the battery died, a part failure caused 50% loss of the brakes, the tires have never been replaced, the engine light comes on and the car jolts and the timing belt needed replaced.",3.75
 on 08/29/12 02:42 AM (PDT),scorpion2k5 ,2005 Dodge Neon Sedan SXT 4dr Sedan (2.0L 4cyl 5M),Great Car with great MPG," I was the second owner of my 2005 Neon SXT. I purchased it for $14000 with just under 35k mileage on it. I got mainly to go back and forth to school, but ended up doing a lot more than with it. Most of the driving I did with it was on the highway, and I was averaging 36 miles to the gallon, and in the city I was was 32mpg. I was very happy with that. It was a fun little car to drive. I drove it until the front passenger side tie-rod end snapped, and caused me to crash into two other cars. I had only owned the car for less than 6 months before that happened. It was due to poor maintiance from the previous owners never getting the car inspected.",4.75
 on 06/07/12 10:32 AM (PDT),bmerrr06 ,2005 Dodge Neon Sedan SXT 4dr Sedan (2.0L 4cyl 5M),Great car for 6 years," I got the 05 Neon SXT in 06 with 30k miles on it. It lasted until 90k miles but then the transmission blew.Other than that, it was a great commuter car, and I never had any other problems with it.Its not flashy or a luxury vehicle but if your looking for a cheap but reliable vehicle that gets about 30 miles per gallon (highway).I only paid 11,000 for it so I feel like I got my money's worth :)I would buy another one but I need an SUV now.",4
 on 04/23/12 18:32 PM (PDT),santoactueel ,2005 Dodge Neon Sedan SE 4dr Sedan (2.0L 4cyl 5M),GREAT CAR!," This car has been great to me. I bought it used at 60k miles and I am the 4th owner. I did everything you're suppose to do when buying a used car. Spent the money on the Carfax (a $30 Carfax VS. a costly mistake), test drove it and asked questions like crazy to see any faults in the sellers description. The maintenance on this car has been wonderful and it is great on gas. I found out the Neons have a Mitsubishi.I do all the repairs myself, I replaced the fender & bumper from an accident; the dealer wanted $1500 to repair it, but I found a new fender on eBay for $15 & new bumper for $50. All in all the parts are very affordable & I would definitely buy another one if Dodge still made them.",4.25
 on 04/02/12 11:27 AM (PDT),chel89 ,2005 Dodge Neon Sedan SXT 4dr Sedan (2.0L 4cyl 5M),Very Pround SXT Owner," I got the car new as a junior in high school in 2005. There were only two SXT's left on the lot, including an orange one with a spoiler. Picked it up for around 13K (on sale) at the time and instantly fell in love. The car has been extremely reliable and I've always felt safe in it. For a ""compact car"" I actually think it's quiet roomy. I've managed to keep the interior/exterior pretty immaculate for its age. The car isn't without problems. I've had to replace the Camshaft senor twice now (25$ part) and I find the car takes a toll on tires and breaks- so be prepared to replace these a tad earlier than suggested. I also had to replace all 4 motor mounts at 75K. (@81K ATM) ",4.125
 on 01/20/12 23:09 PM (PST),nexxt ,2005 Dodge Neon Sedan SE 4dr Sedan (2.0L 4cyl 5M),"If you want the devil following, choose this car."," I got this car at the beginning of 2010 when i was 15, & have been driving it ever since. Now im 17, & the first year of having my car it was so reliable & great. About a year after having it, alot of problems started happening. My sensors dont work, my engine light turns on all the time & when it does, if i go past 2 (RPM)'s, my car will start jolting back & forth. Feels like stalling, & i have an automatic. When it rains, my meters dont work. My MPH, Gas, Car tempt, & RPM gauges wont even move. I dont know why, but my locks open & close at any time. They flip out & it locks & unlocks ALL the time by itself. I have 82,000 miles on it, & i dont feel safe driving it at all. Waste of $4000.",2.25
 on 03/05/11 15:09 PM (PST),sharong61 ,2005 Dodge Neon Sedan SXT 4dr Sedan (2.0L 4cyl 5M),I'd by another one if Chrysler still made them!," 2By sharong61on 03/05/1114:30 PM (PST) I also purchased mine new in 2005 and have 92,000 miles on it as she's still going strong! I love how she hugs the curves, for a little 4 banger, she goes! I went to Tennessee and back last summer (1100 miles totalled) on 2.5 tanks of gas (30 gal. aprox) which averages out to 32-33mpg!! My stereo is kickass! I love the seats folding down in back (almost like a hatchback)and have had to put very little maintenance on her! Did get new tires 2 years ago and replaced brakes once and of course oil changes. She starts when it's cold, the a/c works great even after almost 6 years. Some lady slid into my rear at about 30mph last year, she even picked me up off the ground as we were both going down a hill! She demolished the whole front of her 2007 Ford Fusion, my bumper had 2 very small scratches and she put a dent in my muffler! I never even had it fixed to this day and people can't tell! My only gripe at all about Neons is that they slide easy on packed snow or ice as they are lightweight. Mine will be paid off in a few months and am debating on weather to sell her too as I don't think I'll find as good a car again! Chrysler was crazy to discontinue them! They'd be selling them like hotcakes right now!",5
 on 02/08/11 19:36 PM (PST),angelgirl11684 ,2005 Dodge Neon Sedan SXT 4dr Sedan (2.0L 4cyl 5M),Do Not Take In Rain," I have had this car for about 3-1/2 years now and i cannot wait till i can get rid of it. I have to hold onto it for at least another three months and have constantly had problems with it not starting and the radio going out. Also my front passanger window can now only go up using the drivers side and supposedly theres no problem with it. But the worst thing almost everytime it rains the car loses control and wont stop. I've had to replace the tires and breaks and it still happened. I would not suggest this car to anyone, espically if you have alot of rain. I have had to take to having people lend me their cars in rain or drive me to be safe.",2.75
 on 12/09/10 21:31 PM (PST),z32tturbojoe ,2005 Dodge Neon Sedan SXT 4dr Sedan (2.0L 4cyl 5M),really?," Well. Let me start off with this is my gf car and she does not let it warm up and runs the s*^% out of it. Which is probably why it is has developed a rod knock at 81,000 miles. Needless to say but only in freezing temps and for about 10 seconds until the oil gets to the top of the bottom end. I've been changing the cars oil every 2500 miles with Mobil 1 syn blend for about 2 years since shes had it. I had always noticed a lifter tick since she had purchased it at 55,000. Well I need a bottom end kit and cannot find one anywhere for a reasonable price. Any ideas? P. S honestly I understand this happening at 125,000+ but not at 81,000. Think it was poorly built ",1.875
 on 10/30/10 00:00 AM (PDT),drachen117 ,2005 Dodge Neon Sedan SXT 4dr Sedan (2.0L 4cyl 5M),Great car with few problems," I have had the car for 5 and a half years, bought it brand new and put all 110,000 miles on it.  first few favorite picks.  engine was always a smooth running engine, and very very easy to work on.  had to replace coolant lines and replace two sensors which did not require much work.  and had to replace brakes which was also an easy task.  But installed a performance air intake which was easy and cruise the the car and actually got 38 mpg!  but average mileage is 32 - 33!  During winter months drops to 28 - 29.  So all and all, car had a few early problems and cheap components but was fun and cost efficient past five years!",4.75
 on 10/23/10 00:00 AM (PDT),unhappy in ohio ,2005 Dodge Neon Sedan SXT 4dr Sedan (2.0L 4cyl 5M),Not happy about my neon!," I bought the car new in 2005 and only have 46,000 miles on it 5 years later. I have had to have the front control arm bushings replaced 4 times now. The first time I only had 15,000 miles on the car. It would stall out in the middle of traffic and the highway at 20,000 miles. Had it in three times before they could figure out why. I bought the extended warranty but the only thing that has helped with is a loaner while it is being repaired: ( I have had to pay for labor out of pocket even though the parts were covered. I now have a problem with a seal in the rear drivers door. It fills with water every time it rains. I will not purchase another Dodge vehicle.",3
 on 09/26/10 00:00 AM (PDT),JimmyTheGent ,2005 Dodge Neon Sedan SXT 4dr Sedan (2.0L 4cyl 5M),My 2005 Neon SXT a Perfect 10," I purchased this car new in 2005. Bumper to bumper this car has been the best I've ever owned. I'm a pretty big guy at 6' and about 240 lbs. and is very comfortable and roomy even for me. With 33,000 miles the car still runs and handles new. Even the stereo sounds just as awesome as it did the first day I drove it. Chrysler really had a Winner with this car and hope they will make a Neon comeback someday. So far this car has been a perfect 10 all around and have no intention on trading it or selling it anytime soon.   ",5
 on 09/19/10 00:00 AM (PDT),Mark ,2005 Dodge Neon Sedan SXT 4dr Sedan (2.0L 4cyl 5M),Great little car," I bought this car after our daughter was hit head on with a 1998 neon.  After I saw how it was in a crash I decided to buy another.  I enjoy the handling.  It gets 32-33 mpg all the time.  I did have the cam position sensor go out, but it was not a big deal to change.  I found out that it is a common problem.  I run Goodyear comfort tread tires, and it really hugs the road in tight turns.  I actually accelerate through the turn.  ",4.75
 on 09/08/10 10:39 AM (PDT),guest ,2005 Dodge Neon Sedan SXT 4dr Sedan (2.0L 4cyl 5M),Don't waste your money!," I bought this car in 2007 for almost 11 grand. That was my first mistake. It had 20k miles on it n I traded it in at 56k just in may of 2010. During the time I had it, I didn't feel safe. I would pull out into the road and sometimes it would stop me in the middle of the road. I had issues with fuses and my gauges not working. I replaced 2 02 sensors and a battery. I lived only 12 miles away from work and I feel like I fueled up all the time. In the winter, when I started it up, it would start jumping and the lights would flicker and it would shut off on me all the time. Its left me sit several times. I traded it in a few months ago and its the best thing I've ever done!",3
 on 06/30/10 13:03 PM (PDT),Matt ,2005 Dodge Neon Sedan SXT 4dr Sedan (2.0L 4cyl 5M),Great first car!," This is my first car to personally own. I've also driven a Lexus ES 300, a Honda Odyssey, and a Ford Ranger in the past, and this car is by far the most fun to drive! I bought it last October with 68k miles on it, and I now have about 71k on it. Haven't had a single problem with it, except a flat tire, but that's only because I ran over a nail. I love this car and I really wish that Chrysler still made them, especially now that everyone is looking for small fuel- efficient cars. Bringing them back would probably be a good idea, as they'd probably sell really well in this market.",4.875
 on 04/25/10 21:52 PM (PDT),Danny ,2005 Dodge Neon Sedan SXT 4dr Sedan (2.0L 4cyl 5M),The trunk leaks," This is my second Dodge Neon and it has low mileage but the trunk leaks. It gets water in the wheel well under the spare in the trunk and also in the back floor under both sides. I have to go vacuum it out and then air it out. The manufacturer did not seal the trunk correctly and no one seems to know how to fix it. It is now out of warranty. I am not happy about this. Otherwise it is a good car, but my right front power window just went out and the air conditioner could be colder at only 38,500 miles. ",4.125
 on 03/03/10 17:45 PM (PST),sharong60 ,2005 Dodge Neon Sedan SXT 4dr Sedan (2.0L 4cyl 5M),Chrysler should still make them!," I bought my SXT brand new and have had her almost 5 years now and still love her! I love the fuel economy and can get 400 miles on a full tank! She handles great except on ice! I think it's the lightweight body. I love the interior and exterior styling! Great stereo, well lit dash, great heater, a/c, like the pull down back seats, which make it almost a hatchback! Parts are cheap. Good warranty. Have had to put very little maintenance on her. Did get new tires last summer. And had a motor go out on my power window, replaced free thru warranty. Had to get a new battery last year. She starts even when left outside in extreme cold. Right now, Chrysler would have a goldmine in the Neon!",5
 on 12/18/09 13:28 PM (PST),Brock ,2005 Dodge Neon Sedan SXT 4dr Sedan (2.0L 4cyl 5M),Great little car," I've owned my dodge neon for just about four years now. I bought it brand new off the lot. It's a sxt model with an automatic transmission. The past two years, I've been commuting eighty plus miles a day to work and home again. With the exception of a new battery and four new tires, my neon drives and performs well. I do all the maintenance my self. My neon has a few squeaks and rattles which is normal for the amount of miles it has, but it continues to serve me well.",4.5
 on 11/05/09 15:20 PM (PST),Bob ,2005 Dodge Neon Sedan SXT 4dr Sedan (2.0L 4cyl 5M),2005 Dodge Neon," I bought this car because of its relative fuel economy vs selling price...good MPG for the price I paid. In town I get 25.5, with automatic, driving conservatively. Also, it is a previous SCCA champion road race and autoross car...it handles very well, handles super with a few minor mods.Acceleration is fun, not stunning. ",3.875
 on 11/03/09 05:47 AM (PST),Matt D. ,2005 Dodge Neon Sedan SXT 4dr Sedan (2.0L 4cyl 5M),Still Love The Neon!," We bought this car two years ago with 19k on the odometer. We now have 60k on it. The only issue we've ever had besides a stock battery with a couple dead cells in it, was with a water leak that Chrysler issued a TSB back in '03. I fixed that myself. The car handles great, fairly comfortable for a small car, and is fun to drive. Sure it could use more power, but it's way more than adequate. One thing though, is the in town mileage for this car is pretty low. I average 23 MPG in town. But on the highway, especially on our vacation trips, we hit 37 MPG regularly. The factory Goodyear Eagle LS tires were horrible in the rain and snow. I replaced them with Cooper CS4's and haven't looked back.",3.625
 on 10/05/09 12:38 PM (PDT),kate_runs ,2005 Dodge Neon Sedan SXT 4dr Sedan (2.0L 4cyl 5M),tiny tank," In what parallel universe does this car get supposed good fuel economy? I have put a lot of money keeping this car in the best shape, I don't drive it in a gas-wasting sort of way, and I usually only get around 20/22mpg on a tank-- and that is with freeway driving as well. It's like driving a small tank, especially in contrast to non-American compact equivalents. It does zip along quite quickly on flat roads, depending on the weather. Positive: I feel pretty safe driving it (in terms of how solid it is), and the trunk is quite roomy. Lastly: God forbid you turn the a/c on- the mpg goes to around 16mpg",2.875
 on 10/02/09 13:31 PM (PDT),Willie ,2005 Dodge Neon Sedan SE 4dr Sedan (2.0L 4cyl 5M),Chrysler could have done better," The fuel economy is quite good. Vehicle came with a spoiler on the trunk lid that obstructed rear view and I ended up removing it and plugging the screw holes.  At 38,000 miles the vehicle would not pass a state inspection because the lower control arm bushings seperated from their housing on both sides of the vehicle.  Dealer says he has relaced these failed parts on many Dodge Neon vehicles and on PT Cruisers which have the same suspension.  Had other Chrysler vehicles in the past and will certainly never buy another one.",3.125
 on 08/17/09 17:51 PM (PDT),Mike L ,2005 Dodge Neon Sedan SXT 4dr Sedan (2.0L 4cyl 5M),Quiet Neon," Purchased the Neon SXT new in September 2005.  This is August 2009 and not a bit of trouble.  It rides, handles, and performs better that I expected for a small car.  It has the deluxe insulation group and is quiet.  I had the car rust proofed (Ziebart & Sound Barrier).  At 56,000 miles replaced the tires with one size larger Goodyear ComforTred tires.  The car is now very quiet (no..not exactly Lexus quiet)and even more comfortable for our drives across Michigan to see our grandkids. The car consistently returns 36-37 MPG on the freeway at 70 MPH.  I have had a several people tell me what a nice, comfortable small car this is. We like this car very much.",5
 on 07/30/09 07:13 AM (PDT),Luann  ,2005 Dodge Neon Sedan SXT 4dr Sedan (2.0L 4cyl 5M),Surprisingly Great Little Car," I bought this car because it was a super clean, low-mileage trade-in at the dealership.  It fit my budget and commuting needs.  This car corners well and has good giddy-up when I need to excel to get onto the freeway or pass another car.  It turns on a dime so parking is a breeze.  Great stereo sound is a plus.  I love this car! The reading lamps are great too, housed within the rear-view mirror, like those a lot! ",4.75
 on 07/16/09 04:52 AM (PDT),Jeff ,2005 Dodge Neon Sedan SXT 4dr Sedan (2.0L 4cyl 5M),Buy extended warranty," Traded a 99 model for this 05,mainly for upgrades.At 19000 miles the temperature gauge quit working.Gauge is part of $515 instrument cluster. Had Chrysler max care extended warranty so cost me $100 to fix. These cars were after all the cheapest Chrysler made,so an extended warranty is a good idea.Also they were most likely the only cars Chrysler actually made any money on and stopping production was kind of stupid in my opinion. Not saying it would have kept them out of bankruptcy procedings but who knows. Maybe they will bring it back as a Fiat! ",3
 on 07/03/09 18:30 PM (PDT),koneill ,2005 Dodge Neon Sedan SXT 4dr Sedan (2.0L 4cyl 5M),"Our neon named ""Dimples"""," Bought it new back in 2005 and now in 2009 it has 115,000 miles and have had no problems so far (knock on wood).  Take yearly trips cross country with the kids and get good gas mileage. The only complaint is all the dents from wildlife running into it, polls jumping in front of it and carts that are attracted to it.  I am waiting for everything to start falling apart on it Dimples, but so far, I have love this car and am attached to it.",4.5
 on 06/12/09 17:44 PM (PDT),Dodge Man ,2005 Dodge Neon Sedan SXT 4dr Sedan (2.0L 4cyl 5M),"2nd Amazing Neon, still have the first !"," Absolutely excellent little car.  20,000 miles so far, w/o a hitch. 30 city/37 hwy with 5 speed. I'd never own an automatic anything! I own a '95 model, purchased new in April of '94. Still going strong with 115,000 miles.... I take very good care of my equipment and it lasts.",4.625
 on 06/09/09 15:42 PM (PDT),Tonks ,2005 Dodge Neon Sedan SXT 4dr Sedan (2.0L 4cyl 5M),Love this CAR," I bought this car brand new in 12/2005 with a whole 99 miles on it!!! I now have 91,000 miles on it and it is still running great I have had no mechanical problems with it and love to drive it everywhere the gas mileage is amazing!!!!",4.75
 on 02/14/09 00:52 AM (PST),mopar4ever ,2005 Dodge Neon Sedan SXT 4dr Sedan (2.0L 4cyl 5M),Best car I've had for gas mileage," I bought my Neon in June of 2005 with 5,000 miles on it. It is now Feb of 2009 and I have a little over 105,000 miles on it. There has never been anything wrong with the car except routine work like oil, spark plugs, wires, etc. I did however have a transmission cooler liner split when it had 104,000 miles but that is a normal wear and tear item as well. My passenger CV shaft is acting up as well now but it has 105,000 miles on it plus with me doing the burnouts I do with it doesn't help. Overall it is a great car all in all. ",4.875
 on 01/03/09 20:48 PM (PST),paramedic423 ,2005 Dodge Neon Sedan SXT 4dr Sedan (2.0L 4cyl 5M),Good Car, I bought a 2005 Dodge Neon SXT for my wife in 2005. This car gets great gas mileage. The only problem we have had with this car is we had to replace a sensor. This car always starts right up even on the coldest days. Took a long road trip earlier this fall and gas mileage was great. Just wished it would of had cruise control.,3.625
 on 12/29/08 23:01 PM (PST),moparfiend ,2005 Dodge Neon Sedan SE 4dr Sedan (2.0L 4cyl 5M),SRT-4," Third owner of the car. I own three old MOPARS and find that this is actually the most fun to drive. I consistantly get 30+ MPG and do not drive below the speed limit. I commute 75 miles round trip a day on the interstate. I have lowered the car, replaced the brakes, shocks, intake, exhaust and now have the T3R Mopar system completely installed. There are very few vehicles that can accelerate or keep up when the pedal is to the metal.",5
 on 12/10/08 21:14 PM (PST),Neon Lover ,2005 Dodge Neon Sedan SXT 4dr Sedan (2.0L 4cyl 5M),Best of the Best," I owned my 05 Neon for almost 3 years and drove the heck out of it! Purchased at 7800 miles and wrecked 2 weeks ago at 54000. I have driven this car as a daily commuter as well as our main travel car. I drove it cross country last summer. I have to say this car is amazing! It has never had any problems, any at all. It drives well has good handling and response. Cup holders have great placement, I love the arm rest. My model had power windows in front only- I saved about $500 and not once did I miss having power back seat windows. I did replace the tires and brakes at 53000 but they said I would have had a few months left. I got about 24-27mpg city not great but highway 33.",5
 on 12/08/08 10:14 AM (PST),soltantoneisogni ,2005 Dodge Neon Sedan SXT 4dr Sedan (2.0L 4cyl 5M),Hate this car," I hate this car. It knows it too and hates me right back. It has just over 50000 miles on it and I've already had to replace the cam shaft sensor, due to the car not starting last summer, and now I have to put $400 into the transmission. This car gets regular oil changes and maitanence and it is the biggest mistake I've ever made. I owe too much to trade it in, but it is the biggest piece of garbage I've ever owned. It has completely turned me off American cars. Never again. If you love pouring money into a hopeless case, the Neon is for you. It is the worst mistake I have ever made. Ever. I wish I could rewind my life and take it back. Hate the Neon. N.E.O.N = never ever own Neons. Garbage. ",2.625
 on 11/07/08 07:26 AM (PST),kldtoto ,2005 Dodge Neon Sedan SXT 4dr Sedan (2.0L 4cyl 5M),Dimples has been great to me so far," I have the SRT body and it is the 5 speed trans. I love this car and have over 100,000 miles on it so far. I have had no problems beside annual maintenance. When it is warm out, sometimes I have to try a couple of times before the car starts, but it is not an every day occurance. I travel across country 2-3 times a year and commute 100 miles a day (total) for work. I would recommend this car to anyone. If you take care of it, it will take care of you.",5
 on 11/05/08 08:23 AM (PST),Rocky ,2005 Dodge Neon Sedan SE 4dr Sedan (2.0L 4cyl 5M),Great Car, This is a great and reliable car. I get awesome visibility from all angles. I like to maintain my own car and everything under the hood has easy access and comfort. I don't have to fight to fit my arm down tight spots. It has great handling and maneuverability. It's cheap to maintain and has great miles to the gallon in both city and highway. I only wish it had more space in the trunk and the back seats.,4.75
 on 08/18/08 23:41 PM (PDT),Thomas ,2005 Dodge Neon Sedan SXT 4dr Sedan (2.0L 4cyl 5M),Big Guy/Little Car," Bought this one after getting a '96 strictly for fuel economy. I am 6'4"" the wife is 6'1"" and we can travel without having our knees in our chest. Good response to throttle, handling great, and again fuel economy, all in a little car that so far has been VERY reliable. The stereo is great for a car that retailed for only $16,000, especially when you see luxury cars with stereos that aren't much better. Will definitely buy another to ""play"" with and keep this one for peace of mind on trips. By the way, standing 1/4 mile is 80 MPH, not bad for a economy car.",4.875
 on 06/17/08 22:29 PM (PDT),jordan_sterba ,2005 Dodge Neon Sedan SXT 4dr Sedan (2.0L 4cyl 5M),Beast," This is a very reliable little car, unfortunately stuff from mopar is real expensive so they are easy to total. But other than that i give the car a 2 thumbs up all around",3.75
 on 05/30/08 11:46 AM (PDT),moviebuff ,2005 Dodge Neon Sedan SXT 4dr Sedan (2.0L 4cyl 5M),Gas mileage?, I bought this car used. It was in Hawaii as a rental. This has been yet another great Dodge product! The only thing I don't get is that it gets better gas mileage at 75-80 MPH then at 65-70. I know another guy that had an older Neon and he said it didn't start running good until you got it up to at least 60 MPH+. ,4.25
 on 05/22/08 20:30 PM (PDT),Julie ,2005 Dodge Neon Sedan SXT 4dr Sedan (2.0L 4cyl 5M),Used to like it...," I originally loved my bright orange Neon SXT, but the thing has had nothing but problems since we bought it. Right now we are trying to figure out why the engine keeps sputtering and cutting out which, upon further research, is common in Neons. The fabric interior shows every wet mark that ever hits it and the car, both inside and outside, scratches and damages very easily. I love the look and color of my car, but that it about all anymore. I'm going to get rid of it the next chance I get.",3.5
 on 01/04/08 09:13 AM (PST),jessicaann2005 ,2005 Dodge Neon Sedan SXT 4dr Sedan (2.0L 4cyl 5M),I love my Neon, My 2005 Neon SXT came with the SRT4 exterior package. It is awesome looking and great on gas mileage and fits my whole family. I have looked forward to finally getting one for the past few years.,4.5
 on 01/01/08 15:58 PM (PST),jrb ,2005 Dodge Neon Sedan SXT 4dr Sedan (2.0L 4cyl 5M),Why did Dodge discontinue this model?," We operate this car in our courier business. It has a 5 speed manual trans. (Had been using Nissan hardbody pickups because of their reliability.) We have owned this car 2 years & 3 months; it has 225,000 miles on it. We are saving a lot of money, compared to the Nissans, on insurance, fuel, and maintenance. We use synthetic oil. Only maintenance we have had to do is spark plugs and wires and one timing belt. We use it city and highway driving over 400 miles per day at 32 mpg. This has probably been the most reliable ""American"" make I have ever owned. I cannot believe Dodge discontinued this model. It is too good to believe except that we have used it and seen it. Why did you end it Dodge?",4.25
 on 11/18/07 06:51 AM (PST),wax ,2005 Dodge Neon Sedan SXT 4dr Sedan (2.0L 4cyl 5M),Fun and inexpensive," This is my second Neon. I love it. I blast around full throttle and still get close to 35 mpg. I think we drove every small car made before we made our decision. The only one that even came close to the performance of the Neon was the Mazda. I drive a lot of miles, and buy new cars often. ",4.125
 on 10/23/07 08:11 AM (PDT),Bob in Ohio ,2005 Dodge Neon Sedan SXT 4dr Sedan (2.0L 4cyl 5M),BUY CHEAP....BUY TWICE!!," Cheap made economy car. Gets you from point A to point B and that's all the good things I have to say about it. Fuel economy is not very good for this size of car. BRAKES, BRAKES, BRAKES THEY SOUND LIKE A TRAIN COMING TO A STOP !!!!",2.5
 on 06/08/07 04:55 AM (PDT),Kay ,2005 Dodge Neon Sedan SXT 4dr Sedan (2.0L 4cyl 5M),2nd Neon Purchace, This is my second Dodge Neon purchase. I bought the 2005 Dodge Neon STX model with rear spoiler this time. This model is sporty stylish and still turns heads. It's roomy and has pep when you put your foot on the gas. I love this car for the price and gas miles. Relieable so far.,4.625
 on 05/03/07 18:56 PM (PDT),Rick ,2005 Dodge Neon Sedan SXT 4dr Sedan (2.0L 4cyl 5M),Very underrated car," I purchased this car for my college-bound daughter after much debate vs. a small Honda or Toyota. Could not be happier with the decision. This car is stylish, fun to drive, trouble-free, and we saved a lot of money on the purchase vs. competitive models. We had a 1998 Neon and this redesign is a completely different automobile.",5
 on 03/31/07 12:25 PM (PDT),Sean ,2005 Dodge Neon Sedan SXT 4dr Sedan (2.0L 4cyl 5M),Purchased for highway driving.," I commute to work, 40 miles each way, so a car advertising high gas mileage and low pricing was key. I bought the car in October '06 when the weather was changing. It made it through the winter no problem; starts promptly, never overheats but I have noticed a few things about the car: Gas mileage advertised is for 60mph.  Anything over that, kiss the 32mpg highway goodbye.  Engine idles at 6k rpm when stopped, which causes a slight vibration in the cabin. Coolant gauge's normal range varies between top end of cold and first quarter line. Brakes squeak. A lot. Don't be fooled though, they work extremely well!  Dodge transmission, expect problems!  Already rough at 41.5k.",4.125
 on 01/15/07 07:54 AM (PST),modernmom ,2005 Dodge Neon Sedan SE 4dr Sedan (2.0L 4cyl 5M),Great car!," I bought this car for a general drive around. I have done 2 road trips from MO to MN. I love this car $60 for gas round trip! Great stereo, great handling, no repairs other than general maintenance. I love the 28-35 mpg. Nice get up and go. I am a 40 something mom and let me tell you this car makes me feel 25!  I would recommend this car to anyone. Downside, noisy brakes and inconvenient console storage.  Everything else is a win win!",4.625
 on 12/28/06 19:00 PM (PST),Scott ,2005 Dodge Neon Sedan SXT 4dr Sedan (2.0L 4cyl 5M),Neon SXT," I drive this car everyday. It is solid, no squeaks or rattles. I have a 5spd rated 29city/36hwy. My mileage was averaging 32-33 in mixed driving. Once the engine was broken in around 5k miles it felt quite a bit stronger.The idle speed solenoid failed at around 18k miles. No other problems to date. This is the last year of the Neon. The 2nd generation Neons (2000- 2005) are a big improvement over the 1st generation in terms of quality. I also have a 2004 SRT-4 and that has been an excellent car as well.",4.5
 on 11/28/06 16:04 PM (PST),rmercer ,2005 Dodge Neon Sedan SXT 4dr Sedan (2.0L 4cyl 5M),Best car I've sold out of.," I travel the Houston, Texas area and am very happy with this car. The dealer recommended this one and I was skeptical. He was right. It looks small but is very roomy. I get excellant gas mileage and this car is holding up very well in the city atmosphere. Stop and go or on the highway this car is awesome!",4.875
 on 11/10/06 23:14 PM (PST),Chad L ,2005 Dodge Neon Sedan SXT 4dr Sedan (2.0L 4cyl 5M),Great car to start with," The Neon is a great little car if you are looking for something to get you from point A to point B and have a litte fun doing it. The handling is the best part about it mixed with the fuel economy. Road noise is an issue, and anyone that says the brakes are noisy is right. However, a quick spray with compressed air and that issue is gone. Only had to do that every 3 months or after going through high water. Otherwise I loved my Neon until I traded it in. This is a great car for teenagers!",4.5
 on 10/21/06 15:43 PM (PDT),IDG ,2005 Dodge Neon Sedan SXT 4dr Sedan (2.0L 4cyl 5M),2005 Dodge Neon SXT Sedan," I bought this late in 2006 after deciding that I needed a cheap, good fuel-economy small car to go to work with and take for occasional longer drives in the Northeast corridor. I've been very satisfied with it so far. It's got strong brakes, is super-fun to drive, really stable on curves, and zips in and out of traffic like a dream. The kicker audio is just awesome and lets me keep the engine noise in check! Fuel economy is okay to good, but the tank's pretty small, about 12gallons. I'd buy this car again if Dodge made some improvements and put this out on the market again, say, in 2008.",4.75
 on 09/27/06 14:22 PM (PDT),rochfiriel ,2005 Dodge Neon Sedan SXT 4dr Sedan (2.0L 4cyl 5M),Dodge Neon '05 4D SXT," Originally had a Stratus, needed to downsize. The cab room for driver and shotgun passenger side very similar. I like that. Back seats a bit smaller. Much better fuel economy for a Dodge. Sporty and neutral interior colors make for an enjoyable trip around town. I not only save on gas, I have fun driving it too.",4.25
 on 08/18/06 22:03 PM (PDT),Nice Small Car ,2005 Dodge Neon Sedan SXT 4dr Sedan (2.0L 4cyl 5M),Well built  for a small car," A nice all around car! Better looking than most small cars. Handles great, good on gas. I would buy it again.",5
 on 08/16/06 20:40 PM (PDT),Marshall ,2005 Dodge Neon Sedan SXT 4dr Sedan (2.0L 4cyl 5M),This 2005 Dodge Neon SXT is my 4th. Neon," My 2005 Dodge Neon SXT is very comfortable and fun to drive! This is my 4th Neon, and my SXT has comfortable seats for long trips.  The Neon SXT is both a peppy and responsive car.  The interior is very roomy with  Daimler- Chrysler's ""cab forward"" design.  The instrument panel looks rather nice with the white round indicators.  I like the tachometer and the green jewel-like lit up instrument panel at night.  The car has good brakes and a very good air conditioning system.  The electronically controlled 4 speed automatic transmission has a good feel to it.  The Neon SXT handles like a more expensive sports car.  I like the looks and the feel of my 2005 Dodge Neon SXT!  Neon SXT is a good buy.",4.375
 on 08/01/06 19:04 PM (PDT),andy ,2005 Dodge Neon Sedan SXT 4dr Sedan (2.0L 4cyl 5M),Great fun little car," The Neon has had a bad reputation over the years but Dodge really hit something with the 2005. I bought it just because it had decent gas mileage, but it turned out to be better than I thought it would. I average around 30 mpg with a good variation of both city and highway driving. The sound system that came with it is awesome for it being factory installed. The outside looks great and it is a really sporty car. I love the smooth ride and comfortable interior it offers. I love the power that it has too. Nothing that will blow your socks off ,but it is a really quick car, especially for not being turbocharged.",4.875
